int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
3376,0,5,0,0,12,0,0,12,0,0,13,0,0,0,0,"+12 au score d'esquive",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39907,0,0,0,0
3377,0,5,0,0,12,0,0,12,0,0,14,0,0,0,0,"+12 au score de parade",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39908,0,0,0,0
3378,0,5,0,0,12,0,0,12,0,0,44,0,0,0,0,"+12 au score de pénétration d'armure",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39909,0,0,0,0
3379,0,5,0,0,12,0,0,12,0,0,37,0,0,0,0,"+12 au score d'expertise",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39910,0,0,0,0
3380,0,5,0,0,14,0,0,14,0,0,45,0,0,0,0,"+14 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39911,0,0,0,0
3381,0,5,0,0,12,0,0,12,0,0,5,0,0,0,0,"+12 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39912,0,0,0,0
3382,0,5,0,0,12,0,0,12,0,0,32,0,0,0,0,"+12 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39914,0,0,0,0
3383,0,5,0,0,12,0,0,12,0,0,31,0,0,0,0,"+12 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39915,0,0,0,0
3384,0,5,0,0,12,0,0,12,0,0,12,0,0,0,0,"+12 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39916,0,0,0,0
3385,0,5,0,0,12,0,0,12,0,0,35,0,0,0,0,"+12 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39917,0,0,0,0
3386,0,5,0,0,12,0,0,12,0,0,36,0,0,0,0,"+12 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39918,0,0,0,0
3387,0,5,0,0,18,0,0,18,0,0,7,0,0,0,0,"+18 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39919,0,0,0,0
3388,0,5,0,0,12,0,0,12,0,0,6,0,0,0,0,"+12 Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39920,0,0,0,0
3389,0,5,0,0,6,0,0,6,0,0,43,0,0,0,0,"+6 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39927,0,0,0,0
3390,0,3,0,0,12,0,0,12,0,0,28869,0,0,0,0,"+15 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39932,0,0,0,0
3391,0,5,5,0,6,9,0,6,9,0,44,7,0,0,0,"+6 au score de pénétration d'armure et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39933,0,0,0,0
3392,0,5,5,0,6,9,0,6,9,0,4,7,0,0,0,"+6 à la Force et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39934,0,0,0,0
3393,0,5,5,0,6,9,0,6,9,0,3,7,0,0,0,"+6 à l'Agilité et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39935,0,0,0,0
3394,0,5,5,0,7,9,0,7,9,0,45,7,0,0,0,"+7 à la puissance des sorts et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39936,0,0,0,0
3395,0,5,5,0,12,9,0,12,9,0,38,7,0,0,0,"+12 à la puissance d'attaque et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39937,0,0,0,0
3396,0,5,5,0,6,9,0,6,9,0,13,7,0,0,0,"+6 au score d'esquive et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39938,0,0,0,0
3397,0,5,5,0,6,9,0,6,9,0,14,7,0,0,0,"+6 au score de parade et +9 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39939,0,0,0,0
3398,0,5,5,0,6,9,0,6,9,0,37,7,0,0,0,"+6 au score d'expertise et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39940,0,0,0,0
3399,0,5,5,0,7,6,0,7,6,0,45,6,0,0,0,"+7 à la puissance des sorts et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39941,0,0,0,0
3400,0,5,5,0,6,3,0,6,3,0,3,43,0,0,0,"+6 à l'Agilité et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39942,0,0,0,0
3401,0,5,5,0,7,3,0,7,3,0,45,43,0,0,0,"+7 à la puissance des sorts et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39943,0,0,0,0
3402,0,5,5,0,12,3,0,12,3,0,38,43,0,0,0,"+12 à la puissance d'attaque et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39944,0,0,0,0
3403,0,5,3,0,7,6,0,7,6,0,45,31926,0,0,0,"+7 à la puissance des sorts et +8 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39945,0,0,0,0
3404,0,5,5,0,7,6,0,7,6,0,45,5,0,0,0,"+7 à la puissance des sorts et +6 à l'Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39946,0,0,0,0
3405,0,5,5,0,6,6,0,6,6,0,4,32,0,0,0,"+6 à la Force et +6 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39947,0,0,0,0
3406,0,5,5,0,6,6,0,6,6,0,3,31,0,0,0,"+6 à l'Agilité et +6 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39953,0,0,0,0
3407,0,5,5,0,6,6,0,6,6,0,4,12,0,0,0,"+6 à la Force et +6 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39949,0,0,0,0
3408,0,5,5,0,6,6,0,6,6,0,4,35,0,0,0,"+6 à la Force et +6 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39950,0,0,0,0
3409,0,5,5,0,6,6,0,6,6,0,4,36,0,0,0,"+6 à la Force et +6 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39951,0,0,0,0
3410,0,5,5,0,6,6,0,6,6,0,3,32,0,0,0,"+6 à l'Agilité et +6 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39952,0,0,0,0
3411,0,5,5,0,6,6,0,6,6,0,4,31,0,0,0,"+6 à la Force et +6 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39948,0,0,0,0
3412,0,5,5,0,6,6,0,6,6,0,3,35,0,0,0,"+6 à l'Agilité et +6 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39954,0,0,0,0
3413,0,5,5,0,6,6,0,6,6,0,3,36,0,0,0,"+6 à l'Agilité et +6 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39955,0,0,0,0
3414,0,5,5,0,7,6,0,7,6,0,45,32,0,0,0,"+7 à la puissance des sorts et +6 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39956,0,0,0,0
3415,0,5,5,0,7,6,0,7,6,0,45,31,0,0,0,"+7 à la puissance des sorts et +6 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39957,0,0,0,0
3416,0,5,5,0,7,6,0,7,6,0,45,35,0,0,0,"+7 à la puissance des sorts et +6 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39958,0,0,0,0
3417,0,5,5,0,7,6,0,7,6,0,45,36,0,0,0,"+7 à la puissance des sorts et +6 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39959,0,0,0,0
3418,0,5,5,0,6,6,0,6,6,0,13,12,0,0,0,"+6 au score d'esquive et +6 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39964,0,0,0,0
3419,0,5,5,0,6,6,0,6,6,0,14,12,0,0,0,"+6 au score de parade et +6 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39965,0,0,0,0
3420,0,5,5,0,6,6,0,6,6,0,37,31,0,0,0,"+6 au score d'expertise et +6 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39966,0,0,0,0
3421,0,5,5,0,6,6,0,6,6,0,37,12,0,0,0,"+6 au score d'expertise et +6 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39967,0,0,0,0
3422,0,5,5,0,12,6,0,12,6,0,38,32,0,0,0,"+12 à la puissance d'attaque et +6 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39960,0,0,0,0
3423,0,5,5,0,12,6,0,12,6,0,38,31,0,0,0,"+12 à la puissance d'attaque et +6 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39961,0,0,0,0
3424,0,5,5,0,12,6,0,12,6,0,38,35,0,0,0,"+12 à la puissance d'attaque et +6 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39962,0,0,0,0
3426,0,5,5,0,12,6,0,12,6,0,38,36,0,0,0,"+12 à la puissance d'attaque et +6 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39963,0,0,0,0
3427,0,5,5,0,6,9,0,6,9,0,5,7,0,0,0,"+6 à l'Intelligence et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39968,0,0,0,0
3428,0,5,5,0,6,9,0,6,9,0,32,7,0,0,0,"+6 au score de coup critique et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39974,0,0,0,0
3429,0,5,5,0,6,9,0,6,9,0,31,7,0,0,0,"+6 au score de toucher et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39975,0,0,0,0
3430,0,5,5,0,6,9,0,6,9,0,12,7,0,0,0,"+6 au score de défense et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39976,0,0,0,0
3431,0,5,5,0,6,9,0,6,9,0,35,7,0,0,0,"+6 au score de résilience et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39977,0,0,0,0
3432,0,5,5,0,6,9,0,6,9,0,36,7,0,0,0,"+6 au score de hâte et +9 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39978,0,0,0,0
3433,0,5,5,0,6,6,0,6,6,0,5,6,0,0,0,"+6 à l'Intelligence et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39979,0,0,0,0
3434,0,5,5,0,6,6,0,6,6,0,32,6,0,0,0,"+6 au score de coup critique et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39980,0,0,0,0
3435,0,5,5,0,6,6,0,6,6,0,31,6,0,0,0,"+6 au score de toucher et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39981,0,0,0,0
3436,0,5,5,0,6,6,0,6,6,0,35,6,0,0,0,"+6 au score de résilience et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39982,0,0,0,0
3437,0,5,5,0,6,6,0,6,6,0,36,6,0,0,0,"+6 au score de hâte et +6 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39983,0,0,0,0
3438,0,5,5,0,6,3,0,6,3,0,5,43,0,0,0,"+6 à l'Intelligence et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39984,0,0,0,0
3439,0,5,5,0,6,3,0,6,3,0,32,43,0,0,0,"+6 au score de coup critique et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39985,0,0,0,0
3440,0,5,5,0,6,3,0,6,3,0,31,43,0,0,0,"+6 au score de toucher et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39986,0,0,0,0
3441,0,5,5,0,6,3,0,6,3,0,35,43,0,0,0,"+6 au score de résilience et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39988,0,0,0,0
3442,0,5,5,0,6,3,0,6,3,0,36,43,0,0,0,"+6 au score de hâte et +3 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39989,0,0,0,0
3443,0,5,3,0,6,6,0,6,6,0,32,31926,0,0,0,"+6 au score de coup critique et +8 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39990,0,0,0,0
3444,0,5,3,0,6,6,0,6,6,0,31,31926,0,0,0,"+6 au score de toucher et +8 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39991,0,0,0,0
3445,0,5,3,0,6,6,0,6,6,0,36,31926,0,0,0,"+6 au score de hâte et +8 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39992,0,0,0,0
3446,0,5,0,0,16,0,0,16,0,0,4,0,0,0,0,"+16 Force",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39996,0,0,0,0
3447,0,5,0,0,16,0,0,16,0,0,3,0,0,0,0,"+16 Agilité",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39997,0,0,0,0
3448,0,5,0,0,19,0,0,19,0,0,45,0,0,0,0,"+19 à la puissance des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39998,0,0,0,0
3449,0,5,0,0,32,0,0,32,0,0,38,0,0,0,0,"+32 à la puissance d'attaque",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,39999,0,0,0,0
3450,0,5,0,0,16,0,0,16,0,0,13,0,0,0,0,"+16 au score d'esquive",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40000,0,0,0,0
3451,0,5,0,0,16,0,0,16,0,0,14,0,0,0,0,"+16 au score de parade",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40001,0,0,0,0
3452,0,5,0,0,16,0,0,16,0,0,44,0,0,0,0,"+16 au score de pénétration d'armure",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40002,0,0,0,0
3453,0,5,0,0,16,0,0,16,0,0,37,0,0,0,0,"+16 au score d'expertise",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40003,0,0,0,0
3454,0,5,0,0,24,0,0,24,0,0,7,0,0,0,0,"+24 Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40008,0,0,0,0
3455,0,5,0,0,16,0,0,16,0,0,6,0,0,0,0,"+16 Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40009,0,0,0,0
3456,0,5,0,0,8,0,0,8,0,0,43,0,0,0,0,"+8 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40010,0,0,0,0
3457,0,3,0,0,16,0,0,16,0,0,26283,0,0,0,0,"+20 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40011,0,0,0,0
3458,0,5,0,0,16,0,0,16,0,0,5,0,0,0,0,"+16 Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40012,0,0,0,0
3459,0,5,0,0,16,0,0,16,0,0,32,0,0,0,0,"+16 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40013,0,0,0,0
3460,0,5,0,0,16,0,0,16,0,0,31,0,0,0,0,"+16 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40014,0,0,0,0
3461,0,5,0,0,16,0,0,16,0,0,12,0,0,0,0,"+16 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40015,0,0,0,0
3462,0,5,0,0,16,0,0,16,0,0,35,0,0,0,0,"+16 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40016,0,0,0,0
3463,0,5,0,0,16,0,0,16,0,0,36,0,0,0,0,"+16 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40017,0,0,0,0
3464,0,5,5,0,8,12,0,8,12,0,4,7,0,0,0,"+8 à la Force et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40022,0,0,0,0
3465,0,5,5,0,8,12,0,8,12,0,3,7,0,0,0,"+8 à l'Agilité et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40023,0,0,0,0
3466,0,5,5,0,9,12,0,9,12,0,45,7,0,0,0,"+9 à la puissance des sorts et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40025,0,0,0,0
3467,0,5,5,0,16,12,0,16,12,0,38,7,0,0,0,"+16 à la puissance d'attaque et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40029,0,0,0,0
3468,0,5,5,0,8,12,0,8,12,0,13,7,0,0,0,"+8 au score d'esquive et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40031,0,0,0,0
3469,0,5,5,0,8,12,0,8,12,0,14,7,0,0,0,"+8 au score de parade et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40032,0,0,0,0
3470,0,5,5,0,8,12,0,8,12,0,44,7,0,0,0,"+8 au score de pénétration d'armure et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40033,0,0,0,0
3471,0,5,5,0,8,12,0,8,12,0,37,7,0,0,0,"+8 au score d'expertise et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40034,0,0,0,0
3472,0,5,5,0,9,8,0,9,8,0,45,6,0,0,0,"+9 à la puissance des sorts et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40026,0,0,0,0
3473,0,5,5,0,9,4,0,9,4,0,45,43,0,0,0,"+9 à la puissance des sorts et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40027,0,0,0,0
3474,0,5,5,0,8,4,0,8,4,0,3,43,0,0,0,"+8 à l'Agilité et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40024,0,0,0,0
3475,0,5,5,0,16,4,0,16,4,0,38,43,0,0,0,"+16 à la puissance d'attaque et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40030,0,0,0,0
3476,0,5,3,0,9,8,0,9,8,0,45,25975,0,0,0,"+9 à la puissance des sorts et +10 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40028,0,0,0,0
3477,0,5,5,0,8,8,0,8,8,0,4,32,0,0,0,"+8 à la Force et +8 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40037,0,0,0,0
3478,0,5,5,0,8,8,0,8,8,0,4,31,0,0,0,"+8 à la Force et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40038,0,0,0,0
3479,0,5,5,0,8,8,0,8,8,0,4,12,0,0,0,"+8 à la Force et +8 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40039,0,0,0,0
3480,0,5,5,0,8,8,0,8,8,0,4,35,0,0,0,"+8 à la Force et +8 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40040,0,0,0,0
3481,0,5,5,0,8,8,0,8,8,0,4,36,0,0,0,"+8 à la Force et +8 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40041,0,0,0,0
3482,0,5,5,0,8,8,0,8,8,0,3,32,0,0,0,"+8 à l'Agilité et +8 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40043,0,0,0,0
3483,0,5,5,0,8,8,0,8,8,0,3,31,0,0,0,"+8 à l'Agilité et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40044,0,0,0,0
3484,0,5,5,0,8,8,0,8,8,0,3,35,0,0,0,"+8 à l'Agilité et +8 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40045,0,0,0,0
3485,0,5,5,0,8,8,0,8,8,0,3,36,0,0,0,"+8 à l'Agilité et +8 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40046,0,0,0,0
3486,0,5,5,0,9,8,0,9,8,0,45,5,0,0,0,"+9 à la puissance des sorts et +8 à l'Intelligence",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40047,0,0,0,0
3487,0,5,5,0,9,8,0,9,8,0,45,32,0,0,0,"+9 à la puissance des sorts et +8 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40048,0,0,0,0
3488,0,5,5,0,9,8,0,9,8,0,45,31,0,0,0,"+9 à la puissance des sorts et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40049,0,0,0,0
3489,0,5,5,0,9,8,0,9,8,0,45,35,0,0,0,"+9 à la puissance des sorts et +8 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40050,0,0,0,0
3490,0,5,5,0,9,8,0,9,8,0,45,36,0,0,0,"+9 à la puissance des sorts et +8 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40051,0,0,0,0
3491,0,5,5,0,16,8,0,16,8,0,38,32,0,0,0,"+16 à la puissance d'attaque et +8 au score de coup critique",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40052,0,0,0,0
3492,0,5,5,0,16,8,0,16,8,0,38,31,0,0,0,"+16 à la puissance d'attaque et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40053,0,0,0,0
3493,0,5,5,0,16,8,0,16,8,0,38,35,0,0,0,"+16 à la puissance d'attaque et +8 au score de résilience",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40054,0,0,0,0
3494,0,5,5,0,16,8,0,16,8,0,38,36,0,0,0,"+16 à la puissance d'attaque et +8 au score de hâte",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40055,0,0,0,0
3495,0,5,5,0,8,8,0,8,8,0,13,12,0,0,0,"+8 au score d'esquive et +8 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40056,0,0,0,0
3496,0,5,5,0,8,8,0,8,8,0,14,12,0,0,0,"+8 au score de parade et +8 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40057,0,0,0,0
3497,0,5,5,0,8,8,0,8,8,0,37,31,0,0,0,"+8 au score d'expertise et +8 au score de toucher",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40058,0,0,0,0
3498,0,5,5,0,8,8,0,8,8,0,37,12,0,0,0,"+8 au score d'expertise et +8 au score de défense",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40059,0,0,0,0
3499,0,5,5,0,8,12,0,8,12,0,5,7,0,0,0,"+8 à l'Intelligence et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40085,0,0,0,0
3500,0,5,5,0,8,12,0,8,12,0,32,7,0,0,0,"+8 au score de coup critique et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40086,0,0,0,0
3501,0,5,5,0,8,12,0,8,12,0,31,7,0,0,0,"+8 au score de toucher et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40088,0,0,0,0
3502,0,5,5,0,8,12,0,8,12,0,12,7,0,0,0,"+8 au score de défense et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40089,0,0,0,0
3503,0,5,5,0,8,12,0,8,12,0,35,7,0,0,0,"+8 au score de résilience et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40090,0,0,0,0
3504,0,5,5,0,8,12,0,8,12,0,36,7,0,0,0,"+8 au score de hâte et +12 à l'Endurance",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40091,0,0,0,0
3505,0,5,5,0,8,8,0,8,8,0,5,6,0,0,0,"+8 à l'Intelligence et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40092,0,0,0,0
3506,0,5,5,0,8,8,0,8,8,0,32,6,0,0,0,"+8 au score de coup critique et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40095,0,0,0,0
3507,0,5,5,0,8,8,0,8,8,0,31,6,0,0,0,"+8 au score de toucher et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40099,0,0,0,0
3508,0,5,5,0,8,8,0,8,8,0,35,6,0,0,0,"+8 au score de résilience et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40102,0,0,0,0
3509,0,5,5,0,8,8,0,8,8,0,36,6,0,0,0,"+8 au score de hâte et +8 à l'Esprit",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40104,0,0,0,0
3510,0,5,5,0,8,4,0,8,4,0,5,43,0,0,0,"+8 à l'Intelligence et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40094,0,0,0,0
3511,0,5,5,0,8,4,0,8,4,0,32,43,0,0,0,"+8 au score de coup critique et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40096,0,0,0,0
3512,0,5,5,0,8,4,0,8,4,0,31,43,0,0,0,"+8 au score de toucher et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40100,0,0,0,0
3513,0,5,5,0,8,4,0,8,4,0,35,43,0,0,0,"+8 au score de résilience et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40103,0,0,0,0
3514,0,5,5,0,8,4,0,8,4,0,36,43,0,0,0,"+8 au score de hâte et +4 points de mana toutes les 5 secondes",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40105,0,0,0,0
3515,0,5,3,0,8,8,0,8,8,0,32,25975,0,0,0,"+8 au score de coup critique et +10 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40098,0,0,0,0
3516,0,5,3,0,8,8,0,8,8,0,31,25975,0,0,0,"+8 au score de toucher et +10 à la pénétration des sorts",0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,40101,0,0,0,0
